#BioGRID Chemical Interaction ID	BioGRID Gene ID	Entrez Gene ID	Systematic Name	Official Symbol	Synonyms	Organism ID	Organism	Action	Interaction Type	Author	Pubmed ID	BioGRID Publication ID	BioGRID Chemical ID	Chemical Name	Chemical Synonyms	Chemical Brands	Chemical Source	Chemical Source ID	Molecular Formula	Chemical Type	ATC Codes	CAS Number	Curated By	Method	Method Description	Related BioGRID Gene ID	Related Entrez Gene ID	Related Systematic Name	Related Official Symbol	Related Synonyms	Related Organism ID	Related Organism	Related Type	Notes	InChIKey
33206	4383854	43740578	GU280_gp01_nsp5	nsp5	ORF1ab|ORF1ab-nsp5|SARS-CoV2 nsp5|SARS-CoV-2 nsp5|Mpro|3CLpro|3C-like proteinase|R1AB_SARS2|PRO_0000449623	2697049	Severe acute respiratory syndrome coronavirus 2	inhibitor/sars-cov-2 inhibitor	target	Chakraborty S (2022)	36098617	246221	10261	withanone	withanone|WITHANONE(SH)|GY036XA633|(22R)-6alpha,7alpha-Epoxy-5,17,22-trihydroxy-1-oxo-5alpha-ergosta-2,24-dien-26-oic acid delta-lactone|MFCD09264639|Ergosta-2,24-diene-1,26-dione, 6,7:22,26-diepoxy-5,17-dihydroxy-, (5alpha,6alpha,7alpha,22R)-|(5alpha,6alpha,7alpha,22R)-5,17-Dihydroxy-6,7:22,26-diepoxyergosta-2,24-diene-1,26-dione	-	CHEMSPIDER	10294995	C28H38O6	small molecule	-	27570-38-3	BIOGRID	-	-	-	-	-	-	-	-	-	-	Coronavirus Project SARS-CoV-2 direct chemical interaction : Viral Mpro/3CLpro protease inhibitor	FAZIYUIDUNHZRG-PCTWTJKKSA-N
33207	4383854	43740578	GU280_gp01_nsp5	nsp5	ORF1ab|ORF1ab-nsp5|SARS-CoV2 nsp5|SARS-CoV-2 nsp5|Mpro|3CLpro|3C-like proteinase|R1AB_SARS2|PRO_0000449623	2697049	Severe acute respiratory syndrome coronavirus 2	inhibitor/sars-cov-2 inhibitor	target	Chakraborty S (2022)	36098617	246221	10186	withaferin A	4b,27-Dihydroxy-1-oxo-5b,6b-epoxywitha-2,24-dienolide|5,6-Epoxy-4,22,27-trihydroxy-1-oxoergosta-2,24-dien-26-oic Acid d-Lactone|(4b,5b,6b,22R)-5,6-Epoxy-4,22,27-trihydroxy-1-oxoergosta-2,24-dien-26-oic acid d-lactone|(4beta,5beta,6beta,22R)-4,27-Dihydroxy-5,6:22,26-diepoxyergosta-2,24-diene-1,26-dione|Ergosta-2,24-diene-1,26-dione, 5,6:22,26-diepoxy-4,27-dihydroxy-, (4beta,5beta,6beta,22R)-|MFCD10687098|Withaferine|5,6-Epoxy-4,27-dihydroxy-1-oxowitha-2,24-dienolide|Withaferin A|Withaferine A	-	CHEMSPIDER	233064	C28H38O6	small molecule	-	5119-48-2	BIOGRID	-	-	-	-	-	-	-	-	-	-	Coronavirus Project SARS-CoV-2 direct chemical interaction : Viral Mpro/3CLpro protease inhibitor	DBRXOUCRJQVYJQ-CKNDUULBSA-N
33208	4383854	43740578	GU280_gp01_nsp5	nsp5	ORF1ab|ORF1ab-nsp5|SARS-CoV2 nsp5|SARS-CoV-2 nsp5|Mpro|3CLpro|3C-like proteinase|R1AB_SARS2|PRO_0000449623	2697049	Severe acute respiratory syndrome coronavirus 2	inhibitor/sars-cov-2 inhibitor	target	Shi TH (2020)	32977949	246222	8600	andrographolide	[1R-[1a[E(S*)],4ab,5a,6a,8aa]]-3-[2-[Decahydro-6-hydroxy-5-(hydroxymethyl)-5,8a-dimethyl-2-methylene-1-naphthalenyl]ethylidene]dihydro-4-hydroxy-2(3H)-furanone|3a,14,15,18-Tetrahydroxy-5b,9bH,10a-labda-8(20),12-dien-16-oic Acid g-Lactone|Chuanxinlian|Kalmegh|(3E)-4-Hydroxy-3-{2-[(1R,4aS,6R,8aS)-6-hydroxy-5-(hydroxymethyl)-5,8a-dimethyl-2-methylenedecahydro-1-naphthalenyl]ethylidene}dihydro-2(3H)-furanone|2(3H)-Furanone, 3-[2-[(1R,4aS,6R,8aS)-decahydro-6-hydroxy-5-(hydroxymethyl)-5,8a-dimethyl-2-methylene-1-naphthalenyl]ethylidene]dihydro-4-hydroxy-, (3E)-|(3E)-4-Hydroxy-3-{2-[(1R,4aS,6R,8aS)-6-hydroxy-5-(hydroxymethyl)-5,8a-dimethyl-2-methylendecahydro-1-naphthalenyl]ethyliden}dihydro-2(3H)-furanon|(3E)-4-hydroxy-3-{2-[(1R,4aS,6R,8aS)-6-hydroxy-5-(hydroxymethyl)-5,8a-dimethyl-2-methylidenedecahydronaphthalen-1-yl]ethylidene}dihydrofuran-2(3H)-one|(3E)-4-Hydroxy-3-{2-[(1R,4aS,6R,8aS)-6-hydroxy-5-(hydroxymethyl)-5,8a-dimethyl-2-methylenedecahydronaphthalen-1-yl]ethylidene}dihydrofuran-2(3H)-one	-	CHEMSPIDER	16735664	C20H30O5	small molecule	-	5508-58-7	BIOGRID	-	-	-	-	-	-	-	-	-	-	Coronavirus Project SARS-CoV-2 direct chemical interaction: Viral Mpro/3CLpro protease inhibitor (Antiviral activity, PMID: 33844528)	BOJKULTULYSRAS-FNTFRYDESA-N
33209	4383943	1489680	SARS-CoV-1ab-nsp5ab	nsp5ab	nsp5|sars1ab|orf1ab|SARS-CoV nsp5ab|SARS-CoV nsp5|SARS-CoV sars1ab|orf1ab-nsp5|orf1ab-nsp5ab|pp1ab|3C-like proteinase|3CL-PRO|3CLp|R1AB_CVHSA|PRO_0000037312	694009	Severe acute respiratory syndrome-related coronavirus	inhibitor	target	Shi TH (2020)	32977949	246222	8600	andrographolide	[1R-[1a[E(S*)],4ab,5a,6a,8aa]]-3-[2-[Decahydro-6-hydroxy-5-(hydroxymethyl)-5,8a-dimethyl-2-methylene-1-naphthalenyl]ethylidene]dihydro-4-hydroxy-2(3H)-furanone|3a,14,15,18-Tetrahydroxy-5b,9bH,10a-labda-8(20),12-dien-16-oic Acid g-Lactone|Chuanxinlian|Kalmegh|(3E)-4-Hydroxy-3-{2-[(1R,4aS,6R,8aS)-6-hydroxy-5-(hydroxymethyl)-5,8a-dimethyl-2-methylenedecahydro-1-naphthalenyl]ethylidene}dihydro-2(3H)-furanone|2(3H)-Furanone, 3-[2-[(1R,4aS,6R,8aS)-decahydro-6-hydroxy-5-(hydroxymethyl)-5,8a-dimethyl-2-methylene-1-naphthalenyl]ethylidene]dihydro-4-hydroxy-, (3E)-|(3E)-4-Hydroxy-3-{2-[(1R,4aS,6R,8aS)-6-hydroxy-5-(hydroxymethyl)-5,8a-dimethyl-2-methylendecahydro-1-naphthalenyl]ethyliden}dihydro-2(3H)-furanon|(3E)-4-hydroxy-3-{2-[(1R,4aS,6R,8aS)-6-hydroxy-5-(hydroxymethyl)-5,8a-dimethyl-2-methylidenedecahydronaphthalen-1-yl]ethylidene}dihydrofuran-2(3H)-one|(3E)-4-Hydroxy-3-{2-[(1R,4aS,6R,8aS)-6-hydroxy-5-(hydroxymethyl)-5,8a-dimethyl-2-methylenedecahydronaphthalen-1-yl]ethylidene}dihydrofuran-2(3H)-one	-	CHEMSPIDER	16735664	C20H30O5	small molecule	-	5508-58-7	BIOGRID	-	-	-	-	-	-	-	-	-	-	Coronavirus Project SARS-CoV direct chemical interaction: Viral Mpro/3CLpro protease inhibitor	BOJKULTULYSRAS-FNTFRYDESA-N
33210	4383848	43740568	GU280_gp02	S	spike|SARS-CoV2 S|SARS-CoV2 spike|S protein|surface|SARS-CoV-2 spike|SARS-CoV-2 S|SPIKE_SARS2|PRO_0000449646	2697049	Severe acute respiratory syndrome coronavirus 2	sars-cov-2 inhibitor	target	Binette V (2021)	34223589	240577	10181	corilagin	corilagin|Benzoic acid, 3,4,5-trihydroxy-, (8R,10S,11R,12S,19R)-5,7,8,11,12,14-hexahydro-1,2,3,11,16,17,18,19-octahydroxy-5,14-dioxo-8,12-methano-10H-dibenzo[j,l][1,4,8]trioxacyclotetradecin-10-yl ester|(1S,19R,21S,22R,23R)-6,7,8,11,12,13,22,23-Octahydroxy-3,16-dioxo-2,17,20-trioxatetracyclo[17.3.1.0~4,9~.0~10,15~]tricosa-4,6,8,10,12,14-hexaen-21-yl 3,4,5-trihydroxybenzoate|MFCD00238565	-	CHEMSPIDER	66248	C27H22O18	small molecule	-	2088321-44-0	BIOGRID	-	-	-	-	-	-	-	-	-	-	Coronavirus Project SARS-CoV-2 direct chemical interaction : Spike-ACE2 interaction inhibitor, Spike binding (experimental)	TUSDEZXZIZRFGC-XIGLUPEJSA-N
33211	4383848	43740568	GU280_gp02	S	spike|SARS-CoV2 S|SARS-CoV2 spike|S protein|surface|SARS-CoV-2 spike|SARS-CoV-2 S|SPIKE_SARS2|PRO_0000449646	2697049	Severe acute respiratory syndrome coronavirus 2	sars-cov-2 inhibitor	target	Binette V (2021)	34223589	240577	10288	1,3,6-tri-O-galloyl-beta-D-glucose	BETA-D-GLUCOPYRANOSE 1,3,6-TRIGALLATE|NSC 69861|(2S,3R,4S,5R,6R)-3,5-DIHYDROXY-6-(((3,4,5-TRIHYDROXYBENZOYL)OXY)METHYL)TETRAHYDRO-2H-PYRAN-2,4-DIYL BIS(3,4,5-TRIHYDROXYBENZOATE)|1,3,6-TRI-O-GALLOYLGLUCOSE|1,3,6-TRI-O-GALLOYL--D-GLUCOSE|ACON1_002062|1,3,6-TRI-O-GALLOYL-B-D-GLUCOSE|1,3,6-TRI-O-GALLOYL-.BETA.-D-GLUCOPYRANOSE|BETA-D-GLUCOPYRANOSE-1,3,6-TRIS(3,4,5-TRIHYDROXYBENZOATE|E87143|1,3,6-TRI-O-GALLOYL-BETA-D-GLUCOSE|[(2R,3R,4S,5R,6S)-3,5-DIHYDROXY-4,6-BIS[(3,4,5-TRIHYDROXYBENZOYL)OXY]TETRAHYDROPYRAN-2-YL]METHYL 3,4,5-TRIHYDROXYBENZOATE|1,3,6-TRIGALLOYL GLUCOSE|MS-30889|1,3,6-TRI-O-GALLOYL-B-D-GLUCOPYRANOSE|NCGC00179867-01|1,3,6-TRI-O-GALLOYL- BETA -D-GLUCOSE|BETA-D-GLUCOPYRANOSE, 1,3,6-TRIS(3,4,5-TRIHYDROXYBENZOATE)|CS-0032136|DTXSID3041667|NSC-69861|GLUCOPYRANOSE, 1,3,6-TRIGALLATE, .BETA.-D-|1,3,6-TRI-O-GALLOYL GLUCOSE|GALLOTANNINS|.BETA.-D-GLUCOPYRANOSE 1,3,6-TRIGALLATE|O8718334XJ|W-201661|AKOS015965331|.TANNIN|NCGC00179867-02|GLUCOPYRANOSE, 1,3,6-TRIGALLATE, BETA-D-|18483-17-5|HY-N6006|1,3,6-TRIS(3,4,5-TRIHYDROXYBENZOATE)BETA-D-GLUCOPYRANOSE|C17458|.BETA.-D-GLUCOPYRANOSE, 1,3,6-TRIS(3,4,5-TRIHYDROXYBENZOATE)|Q13423012|1,3,6-TRI-O-GALLOYL-BETA-D-GLUCOPYRANOSE|TANNIC ACID (CORILAGIN)|AC-20241|MEGXP0_001387|1,3,6-TRIGALLOYLGLUCOSE, >=95% (LC/MS-ELSD)|1,3,6-TRI-O-GALLOYL-BETA-D-GLUCOSE, ANALYTICAL STANDARD|J303.464J|UNII-O8718334XJ	-	PUBCHEM	452707	C27H24O18	small molecule	-	-	BIOGRID	-	-	-	-	-	-	-	-	-	-	Coronavirus Project SARS-CoV-2 direct chemical interaction : Spike-ACE2 interaction inhibitor, Spike binding (experimental)	RNKMOGIPOMVCHO-SJMVAQJGSA-N
33215	4383848	43740568	GU280_gp02	S	spike|SARS-CoV2 S|SARS-CoV2 spike|S protein|surface|SARS-CoV-2 spike|SARS-CoV-2 S|SPIKE_SARS2|PRO_0000449646	2697049	Severe acute respiratory syndrome coronavirus 2	sars-cov-2 inhibitor	target	Henss L (2021)	33830908	241214	9892	Epigallocatechin gallate	EGCG|Epigallocatechin 3-gallate|Epigallocatechin gallate|(-)-Epigallocatechin gallate|(-)-EGCG|(-)-Epigallocatechin-3-o-gallate|(-)-epigallocatechin 3-gallate|(2R,3R)-5,7-Dihydroxy-2-(3,4,5-trihydroxyphenyl)-3,4-dihydro-2H-chromen-3-yl 3,4,5-trihydroxybenzoate|Benzoic acid, 3,4,5-trihydroxy-, (2R,3R)-3,4-dihydro-5,7-dihydroxy-2-(3,4,5-trihydroxyphenyl)-2H-1-benzopyran-3-yl ester|(-)-Epigallocatechin 3-O-gallate|3,4,5-Trihydroxybenzoic acid (2R-cis)-3,4-dihydro-5,7-dihydroxy-2-(3,4,5-trihydroxyphenyl)-2H-1-benzopyran-3-yl ester|(-)-cis-2-(3,4,5-Trihydroxyphenyl)-3,4-dihydro-1(2H)-benzopyran-3,5,7-triol 3-gallate|KB5200000|MFCD00075940|(-)-cis-3,3',4',5,5',7-Hexahydroxy-flavane-3-gallate	-	CHEMSPIDER	58575	C22H18O11	small molecule	-	989-51-5	BIOGRID	-	-	-	-	-	-	-	-	-	-	Coronavirus Project SARS-CoV-2 direct chemical interaction : Spike-ACE2 interaction inhibitor; antiviral activity against SARS-CoV-2 WT, MUC-IMB-1, and Delta variants	WMBWREPUVVBILR-WIYYLYMNSA-N
33216	4383848	43740568	GU280_gp02	S	spike|SARS-CoV2 S|SARS-CoV2 spike|S protein|surface|SARS-CoV-2 spike|SARS-CoV-2 S|SPIKE_SARS2|PRO_0000449646	2697049	Severe acute respiratory syndrome coronavirus 2	sars-cov-2 inhibitor	target	Ohgitani E (2021)	34208050	240738	10166	TSA/Theasinensin A	Benzoic acid, 3,4,5-trihydroxy-, (4,4',5,5',6,6'-hexahydroxy[1,1'-biphenyl]-2,2'-diyl)bis[(2R,3R)-3,4-dihydro-5,7-dihydroxy-2H-1-benzopyran-2,3-diyl] ester|Theasinensin D|theasinensin A|(4,4',5,5',6,6'-Hexahydroxy-2,2'-biphenyldiyl)bis[(2R,3R)-5,7-dihydroxy-3,4-dihydro-2H-chromene-2,3-diyl] bis(3,4,5-trihydroxybenzoate)|(4,4',5,5',6,6'-hexahydroxybiphenyl-2,2'-diyl)bis[(2R,3R)-5,7-dihydroxy-3,4-dihydro-2H-chromene-2,3-diyl] bis(3,4,5-trihydroxybenzoate)	-	CHEMSPIDER	390965	C44H34O22	small molecule	-	-	BIOGRID	-	-	-	-	-	-	-	-	-	-	Coronavirus Project SARS-CoV-2 direct chemical interaction : Spike-ACE2 interaction inhibitor, antiviral activity against SARS-CoV-2 JPN/TY/WK-521	YUULFXAQUWEYNP-GXAWFILRSA-N
33217	4383848	43740568	GU280_gp02	S	spike|SARS-CoV2 S|SARS-CoV2 spike|S protein|surface|SARS-CoV-2 spike|SARS-CoV-2 S|SPIKE_SARS2|PRO_0000449646	2697049	Severe acute respiratory syndrome coronavirus 2	sars-cov-2 inhibitor	target	Ohgitani E (2021)	34208050	240738	10221	"TFDG/theaflavin 3,3'-di-O-gallate"	(3,4,5-Trihydroxy-6-oxo-6H-benzo[7]annulene-1,8-diyl)bis(5,7-dihydroxy-3,4-dihydro-2H-chromene-2,3-diyl) bis(3,4,5-trihydroxybenzoate)|Benzoic acid, 3,4,5-trihydroxy-, (3,4,5-trihydroxy-6-oxo-6H-benzocycloheptene-1,8-diyl)bis(3,4-dihydro-5,7-dihydroxy-2H-1-benzopyran-2,3-diyl) ester	-	CHEMSPIDER	2825757	C43H32O20	small molecule	-	-	BIOGRID	-	-	-	-	-	-	-	-	-	-	Coronavirus Project SARS-CoV-2 direct chemical interaction : Spike-ACE2 interaction inhibitor, antiviral activity against SARS-CoV-2 JPN/TY/WK-521	ZEASWHWETFMWCV-UHFFFAOYSA-N
33221	4383847	43740575	GU280_gp10	N	nuc|nucleocapsid|SARS-CoV2 N|N protein|ncap|SARS-CoV-2 N|Nucleoprotein|NCAP_SARS2|PRO_0000449656	2697049	Severe acute respiratory syndrome coronavirus 2	sars-cov-2 inhibitor	target	Curreli F (2023)	37112982	246119	7943	Netoglitazone	MCC 555|PGX-510|RWJ-241947	-	DRUGBANK	DB09199	C21H16FNO3S	small molecule	-	161600-01-7	BIOGRID	-	-	-	-	-	-	-	-	-	-	Coronavirus Project SARS-CoV-2 direct chemical interaction: N binding	PKWDZWYVIHVNKS-UHFFFAOYSA-N
33222	4383847	43740575	GU280_gp10	N	nuc|nucleocapsid|SARS-CoV2 N|N protein|ncap|SARS-CoV-2 N|Nucleoprotein|NCAP_SARS2|PRO_0000449656	2697049	Severe acute respiratory syndrome coronavirus 2	sars-cov-2 inhibitor	target	Curreli F (2023)	37112982	246119	10289	Bictegravir	BICTEGRAVIR [USAN:INN]|A902376|GTPL11575|CS-0014685|BICTEGRAVIR (USAN/INN)|BICTEGRAVIR [USAN]|AKOS032954062|S5911|1611493-60-7|BICTEGRAVIR [WHO-DD]|UNII-8GB79LOJ07|BCP25703|BICTEGRAVIR [MI]|BICTEGRAVIR [INN]|EX-A3161|(2R,5S,13AR)-8-HYDROXY-7,9-DIOXO-N-(2,4,6-TRIFLUOROBENZYL)-2,3,4,5,7,9,13,13A-OCTAHYDRO-2,5-METHANOPYRIDO[1',2':4,5]PYRAZINO[2, 1-B][1,3]OXAZEPINE-10-CARBOXAMIDE|DTXSID701027937|GS-9883|SOLUWJRYJLAZCX-LYOVBCGYSA-N|BICTEGRAVIRUM|US9663528, 42|(1S,11R,13R)-5-HYDROXY-3,6-DIOXO-N-[(2,4,6-TRIFLUOROPHENYL)METHYL]-12-OXA-2,9-DIAZATETRACYCLO[11.2.1.0(2),(1)(1).0?,?]HEXADECA-4,7-DIENE-7-CARBOXAMIDE|DB11799|D10909|DT-0020|2,5-METHANOPYRIDO(1',2':4,5)PYRAZINO(2,1-B)(1,3)OXAZEPINE-10-CARBOXAMIDE, 2,3,4,5,7,9,13,13A-OCTAHYDRO-8-HYDROXY-7,9-DIOXO-N-((2,4,6-TRIFLUOROPHENYL)METHYL)-, (2R,5S,13AR)-|8GB79LOJ07|BICTEGRAVIR|(1S,11R,13R)-5-HYDROXY-3,6-DIOXO-N-[(2,4,6-TRIFLUOROPHENYL)METHYL]-12-OXA-2,9-DIAZATETRACYCLO[11.2.1.0^{2,11}.0^{4,9}]HEXADECA-4,7-DIENE-7-CARBOXAMIDE|GS 9883|HY-17605|EN300-22793610|(1S,11R,13R)-5-HYDROXY-3,6-DIOXO-N-[(2,4,6-TRIFLUOROPHENYL)METHYL]-12-OXA-2,9-DIAZATETRACYCLO[11.2.1.02,11.04,9]HEXADECA-4,7-DIENE-7-CARBOXAMIDE|AC-30658|GS-9883-01|AMY12383|GS9883|GS-9883; GS 9883; GS9883; GS-9883-01|(2R,5S,13AR)-8-HYDROXY-7,9-DIOXO-N-(2,4,6-TRIFLUOROBENZYL)-2,3,4,5,7,9,13,13A-OCTAHYDRO-2,5-METHANOPYRIDO[1',2':4,5]PYRAZINO[2,1-B][1,3]OXAZEPINE-10-CARBOXAMIDE|N16998|Q27270406	-	PUBCHEM	90311989	C21H18F3N3O5	small molecule	-	-	BIOGRID	-	-	-	-	-	-	-	-	-	-	Coronavirus Project SARS-CoV-2 direct chemical interaction: N binding	SOLUWJRYJLAZCX-LYOVBCGYSA-N
33223	4383847	43740575	GU280_gp10	N	nuc|nucleocapsid|SARS-CoV2 N|N protein|ncap|SARS-CoV-2 N|Nucleoprotein|NCAP_SARS2|PRO_0000449656	2697049	Severe acute respiratory syndrome coronavirus 2	sars-cov-2 inhibitor	target	Curreli F (2023)	37112982	246119	10167	ANA-12	N2-(2-{[(2-oxoazepan-3-yl)amino]carbonyl}phenyl)benzo[b]thiophene-2-carboxamide|Benzo[b]thiophene-2-carboxamide, N-[2-[[(hexahydro-2-oxo-1H-azepin-3-yl)amino]carbonyl]phenyl]-|N-{2-[(2-Oxo-3-azepanyl)carbamoyl]phenyl}-1-benzothiophene-2-carboxamide|ANA-12|N-[2-[[(Hexahydro-2-oxo-1H-azepin-3-yl)amino]carbonyl]phenyl]benzo[b]thiophene-2-carboxamide|N-[2-[[(Hexahydro-2-oxo-1H-azepin-3-yl)amino]carbonyl]phenyl]-benzo[b]thiophene-2-carboxamide|MFCD00117444|ANA 12|N-{2-[(2-OXO-3-AZEPANYL)CARBAMOYL]PHENYL}-1-BENZOTHIOPHENE-2-CARB OXAMIDE|BCP16021|N-[2-[[(HEXAHYDRO-2-OXO-1H-AZEPIN-3-YL)AMINO]CARBONYL]PHENYL]BENZO[B]THIOPHENE-2-CARBOXAMIDE|HY-12497|N-[2-[[(HEXAHYDRO-2-OXO-1H-AZEPIN-3-YL)AMINO]CARBONYL]PHENYL]-BENZO[B]THIOPHENE-2-CARBOXAMIDE|BENZO(B)THIOPHENE-2-CARBOXAMIDE, N-(2-(((HEXAHYDRO-2-OXO-1H-AZEPIN-3-YL)AMINO)CARBONYL)PHENYL)-|S7745|CCG-222404|UNII-54S4JPT8JX|NCGC00379202-06|MAYBRIDGE1_001394|HMS3886N17|N-(2-((2-OXOAZEPAN-3-YL)CARBAMOYL)PHENYL)BENZO[B]THIOPHENE-2-CARBOXAMIDE|219766-25-3|A878840|OPREA1_341312|EX-A815|HMS545H08|54S4JPT8JX|FT-0700267|CS-3616|J-690263|N-{2-[(2-OXOAZEPAN-3-YL)CARBAMOYL]PHENYL}-1-BENZOTHIOPHENE-2-CARBOXAMIDE|DTXSID501045818|ANA-12, >=98% (HPLC)|N-(2-(2-OXOAZEPAN-3-YLCARBAMOYL)PHENYL)BENZO[B]THIOPHENE-2-CARBOXAMIDE|N-[2-[(2-OXOAZEPAN-3-YL)CARBAMOYL]PHENYL]-1-BENZOTHIOPHENE-2-CARBOXAMIDE|AS-16798|ANA-12|AC-32995|N-(2-(((HEXAHYDRO-2-OXO-1H-AZEPIN-3-YL)AMINO)CARBONYL)PHENYL)BENZO(B)THIOPHENE-2-CARBOXAMIDE|MFCD00117444|AKOS024458344|ANA12|NCGC00379202-10	-	CHEMSPIDER	2078460	C22H21N3O3S	small molecule	-	219766-25-3	BIOGRID	-	-	-	-	-	-	-	-	-	-	Coronavirus Project SARS-CoV-2 direct chemical interaction: N binding	TUSCYCAIGRVBMD-UHFFFAOYSA-N
33224	4383847	43740575	GU280_gp10	N	nuc|nucleocapsid|SARS-CoV2 N|N protein|ncap|SARS-CoV-2 N|Nucleoprotein|NCAP_SARS2|PRO_0000449656	2697049	Severe acute respiratory syndrome coronavirus 2	sars-cov-2 inhibitor	target	Curreli F (2023)	37112982	246119	10291	Bisdemethoxycurcumin	BISDEMETHOXYCUCURMIN|1,7-BIS(4-HYDROXYPHENYL)HEPTA-1,6-DIENE-3,5-DIONE|1,7-BIS(4-HYDROXYPHENYL)-1,6-HEPTADIENE-3,5-DIONE|(E,E)-BISDEMETHOXYCURCUMIN|(1E,6E)-1,7-BIS(4-HYDROXYPHENYL)HEPTA-1,6-DIENE-3,5-DIONE|BISDESMETHOXYCURCUMIN|Q-100322|AC-34720|1,6-HEPTADIENE-3,5-DIONE, 1,7-BIS(4-HYDROXYPHENYL)-, (E,E)-|E-100(III)|DIDEMETHOXYCURCUMIN|(1E,4Z,6E)-5-HYDROXY-1,7-BIS-(4-HYDROXY-PHENYL)-HEPTA-1,4,6-TRIEN-3-ONE|A875406|BHCMT|DIDE METHOXYCURCU MIN|DI-P-COUMAROYLMETHANE|S3938|INS-100(III)|BIS(P-HYDROXYCINNAMOYL)METHANE|24939-16-0|NSC687839|22608-12-4|AKOS015902102|CURCUMIN LLL|(1E,6E)-1,7-BIS(4-HYDROXYPHENYL)-HEPTA-1,6-DIENE-3,5-DIONE|AC-24239|UNII-2EFO1BP34R|INS NO.100(III)|P,P'-DIHYDROXYDICINNAMOYLMETHANE|BIS(4-HYDROXYCINNAMOYL)METHANE|HY-N0007A|CCG-208635|1,7-BIS(4-HYDROXYPHENYL)-1,6-HEPTADIENE-3,5-DIONE(E,E)|CURCUMIN III|DTXSID00872663|BISDEMETHOXY CURCUMIN|B3347|CCG-207959|BISDEMETHOXYCURCUMIN|CURCUMIN III;DIDEMETHOXYCURCUMIN|1,7-BIS(4-HYDROXYPHENYL)-3-HYDROXY-1,3,6-HEPTATRIEN-5-ONE|ZAA93916|1,7-BIS-(4-HYDROXYPHENYL)-HEPTA-1,6-DIENE-3,5-DIONE|BISDESMETHOXYCURCUMIN [USP-RS]|CS-0018287|BIS-DEMETHOXYCURCUMIN|(1E,6E)-1,7-BIS-(4-HYDROXY-PHENYL)-HEPTA-1,6-DIENE-3,5-DIONE|Q4917168|BISDEMETHOXYCURCUMIN, ANALYTICAL STANDARD|33171-05-0|5-HYDROXY-1,7-BIS-(4-HYDROXY-PHENYL)-HEPTA-1,4,6-TRIEN-3-ONE|BDMC;(E,E)-CURCUMIN III|CURCUMINOID A|AS-68737|MFCD03419284|2EFO1BP34R|1,6-HEPTADIENE-3,5-DIONE, 1,7-BIS(4-HYDROXYPHENYL)-|ADAMANTAN-1-YL-ACETICACIDHYDRAZIDE|BRD-K37445107-001-01-9|NSC-687839|BISDEMETHOXYCURCUMIN, >=98% (HPLC), SOLID|CID_5324473|C19H16O4|AS-57295|1,6-HEPTADIENE-3,5-DIONE, 1,7-BIS(4-HYDROXYPHENYL)-, (1E,6E)-|(1E,6E)-1,7-BIS(4-HYDROXYPHENYL)-1,6-HEPTADIENE-3,5-DIONE|BIS-DEMETHOXYCURCUMIN [INCI]	-	PUBCHEM	5315472	C19H16O4	small molecule	-	-	BIOGRID	-	-	-	-	-	-	-	-	-	-	Coronavirus Project SARS-CoV-2 direct chemical interaction: N binding	PREBVFJICNPEKM-YDWXAUTNSA-N
33225	4383847	43740575	GU280_gp10	N	nuc|nucleocapsid|SARS-CoV2 N|N protein|ncap|SARS-CoV-2 N|Nucleoprotein|NCAP_SARS2|PRO_0000449656	2697049	Severe acute respiratory syndrome coronavirus 2	sars-cov-2 inhibitor	target	Curreli F (2023)	37112982	246119	10292	Galloflavin Potassium	POTASSIUM;2,9,10-TRIHYDROXY-6,8-DIOXOPYRANO[3,2-C]ISOCHROMEN-3-OLATE|GALLOFLAVINPOTASSIUMSALT|POTASSIUM 8,9,10-TRIHYDROXY-2,6-DIOXO-2,6-DIHYDROPYRANO[3,2-C]ISOCHROMEN-3-OLATE|AKOS024458351|3,8,9,10-TETRAHYDROXY-PYRANO[3,2-C][2]BENZOPYRAN-2,6-DIONE POTASSIUM SALT|1780260-20-9|GALLOFLAVIN POTASSIUM|3,8,9,10-TETRAHYDROXYPYRANO[3,2-C][2]BENZOPYRAN-2,6-DIONE POTASSIUM SALT	-	PUBCHEM	136645905	C12H5KO8	small molecule	-	-	BIOGRID	-	-	-	-	-	-	-	-	-	-	Coronavirus Project SARS-CoV-2 direct chemical interaction: N binding	ZXTYKQDMPYEPEX-UHFFFAOYSA-M
